artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,mode_Major,mode_Minor,season,genre,num_followers
2.0,15032.0,30.0,2355719893.0,221.0,96.0,36.0,2.0,136.0,115.0,7.0,0.35,0.12,0.3,0.93,0.0,0.1,0.03,0.0,1.0,Summer,pop,12483564.0
2.0,871.0,32.0,66902503.0,25.0,59.0,32.0,5.0,88.0,128.0,3.0,0.78,0.59,0.65,0.1,0.0,0.26,0.05,1.0,0.0,Summer,pop,12483564.0
1.0,451.0,33.0,96273746.0,10.0,126.0,7.0,0.0,148.0,130.0,7.0,0.82,0.69,0.83,0.03,0.0,0.27,0.05,0.0,1.0,Spring,k-pop girl group,7824041.0
1.0,1783.0,27.0,430977451.0,26.0,124.0,15.0,1.0,22.0,127.0,1.0,0.8,0.74,0.77,0.36,0.0,0.11,0.04,0.0,1.0,Winter,k-pop,6084241.0
1.0,9389.0,46.0,284819874.0,24.0,122.0,282.0,3.0,368.0,150.0,5.0,0.42,0.2,0.86,0.21,0.0,0.09,0.09,1.0,0.0,Winter,art pop,29649472.0
2.0,5724.0,44.0,721975598.0,119.0,108.0,254.0,29.0,22.0,122.0,5.0,0.78,0.5,0.63,0.27,0.0,0.09,0.05,0.0,1.0,Winter,pop,12483564.0
1.0,13985.0,25.0,1217120710.0,30.0,80.0,588.0,1.0,1.0,140.0,0.0,0.52,0.2,0.85,0.0,0.0,0.07,0.05,1.0,0.0,Spring,garage rock,22315809.0
4.0,1051.0,16.0,109276132.0,31.0,37.0,31.0,0.0,189.0,140.0,0.0,0.63,0.22,0.54,0.46,0.0,0.12,0.08,1.0,0.0,Summer,pop,12483564.0
3.0,1682.0,46.0,276259178.0,24.0,90.0,30.0,1.0,176.0,119.0,4.0,0.75,0.48,0.53,0.18,0.0,0.18,0.34,0.0,1.0,Winter,pop,12483564.0
5.0,182.0,8.0,54225632.0,3.0,88.0,1.0,0.0,52.0,110.0,10.0,0.76,0.96,0.72,0.32,0.0,0.09,0.04,0.0,1.0,Spring,pop,12483564.0
1.0,16596.0,13.0,2559529074.0,7.0,0.0,36.0,0.0,0.0,95.0,11.0,0.6,0.17,0.45,0.16,0.0,0.11,0.02,1.0,0.0,Winter,pop,115378209.0
1.0,2335.0,23.0,681583126.0,82.0,55.0,50.0,0.0,9.0,132.0,9.0,0.56,0.2,0.55,0.45,0.01,0.32,0.03,1.0,0.0,Summer,bedroom pop,1934550.0
1.0,18986.0,23.0,2594040133.0,250.0,121.0,36.0,10.0,31.0,125.0,2.0,0.77,0.74,0.78,0.04,0.0,0.23,0.11,0.0,1.0,Winter,modern rock,51049147.0
4.0,283.0,7.0,81102253.0,6.0,9.0,26.0,1.0,66.0,124.0,6.0,0.84,0.65,0.5,0.67,0.0,0.13,0.06,0.0,1.0,Spring,pop,12483564.0
2.0,293.0,8.0,11956641.0,5.0,2.0,30.0,2.0,66.0,133.0,3.0,0.93,0.68,0.65,0.42,0.0,0.12,0.25,0.0,1.0,Summer,pop,12483564.0
1.0,21081.0,43.0,1687664027.0,98.0,76.0,36.0,5.0,0.0,112.0,10.0,0.92,0.67,0.66,0.0,0.0,0.36,0.09,1.0,0.0,Winter,detroit hip hop,78441713.0
3.0,437.0,31.0,11599388.0,17.0,29.0,26.0,3.0,208.0,97.0,0.0,0.79,0.92,0.89,0.05,0.0,0.06,0.05,1.0,0.0,Summer,pop,12483564.0
2.0,1275.0,32.0,611700552.0,13.0,8.0,5.0,0.0,1.0,90.0,8.0,0.59,0.52,0.48,0.38,0.05,0.1,0.11,0.0,1.0,Fall,pop,12483564.0
2.0,6135.0,38.0,1133865788.0,71.0,113.0,99.0,13.0,28.0,80.0,6.0,0.65,0.27,0.69,0.08,0.0,0.53,0.04,0.0,1.0,Spring,pop,12483564.0
1.0,20015.0,16.0,1089402494.0,107.0,69.0,36.0,0.0,558.0,172.0,1.0,0.45,0.33,0.59,0.06,0.0,0.08,0.03,1.0,0.0,Winter,neo mellow,3165431.0
1.0,1507.0,14.0,411747614.0,24.0,71.0,44.0,1.0,195.0,120.0,7.0,0.6,0.24,0.35,0.73,0.0,0.31,0.03,1.0,0.0,Spring,toronto indie,304853.0
1.0,539.0,21.0,255932395.0,7.0,71.0,4.0,2.0,13.0,140.0,10.0,0.74,0.96,0.8,0.18,0.0,0.05,0.05,0.0,1.0,Winter,corrido,926584.0
1.0,86.0,8.0,31873544.0,7.0,76.0,3.0,1.0,93.0,128.0,1.0,0.81,0.9,0.77,0.01,0.0,0.09,0.05,0.0,1.0,Summer,corrido,9430195.0
1.0,324.0,14.0,95053634.0,13.0,110.0,8.0,2.0,60.0,122.0,0.0,0.78,0.7,0.81,0.57,0.0,0.1,0.05,1.0,0.0,Spring,corridos tumbados,8991482.0
2.0,17138.0,37.0,1279434863.0,119.0,81.0,974.0,1.0,503.0,130.0,0.0,0.47,0.86,0.92,0.08,0.0,0.05,0.24,1.0,0.0,Winter,pop,241.0
2.0,894.0,9.0,233801632.0,14.0,88.0,66.0,3.0,72.0,160.0,1.0,0.69,0.61,0.71,0.33,0.0,0.31,0.2,1.0,0.0,Winter,pop,12483564.0
1.0,1622.0,9.0,1481349984.0,0.0,0.0,356.0,0.0,0.0,144.0,8.0,0.73,0.87,0.7,0.06,0.0,0.28,0.05,1.0,0.0,Winter,dance pop,52175804.0
3.0,561.0,14.0,142095275.0,4.0,14.0,12.0,5.0,56.0,192.0,3.0,0.5,0.85,0.52,0.11,0.0,0.28,0.06,1.0,0.0,Spring,pop,12483564.0
2.0,5871.0,27.0,618885532.0,81.0,121.0,58.0,1.0,34.0,163.0,0.0,0.54,0.4,0.67,0.0,0.0,0.09,0.17,1.0,0.0,Summer,pop,12483564.0
1.0,29215.0,43.0,2011464183.0,179.0,97.0,36.0,11.0,153.0,122.0,4.0,0.66,0.48,0.71,0.06,0.0,0.12,0.04,0.0,1.0,Winter,piano rock,16461104.0
1.0,5866.0,24.0,1167330737.0,107.0,38.0,95.0,0.0,-1.0,154.0,5.0,0.61,0.41,0.74,0.21,0.0,0.4,0.06,1.0,0.0,Spring,canadian pop,74626073.0
1.0,3859.0,26.0,929964809.0,133.0,181.0,3.0,0.0,-1.0,117.0,1.0,0.73,0.31,0.69,0.06,0.0,0.11,0.04,0.0,1.0,Fall,pop rap,20807702.0
2.0,961.0,26.0,436027885.0,19.0,143.0,10.0,6.0,15.0,138.0,10.0,0.78,0.89,0.83,0.1,0.0,0.12,0.05,0.0,1.0,Winter,pop,12483564.0
1.0,6457.0,18.0,657723613.0,98.0,95.0,453.0,0.0,454.0,96.0,0.0,0.86,0.74,0.8,0.33,0.0,0.08,0.06,1.0,0.0,Summer,latin hip hop,33911613.0
3.0,43257.0,24.0,2713922350.0,433.0,107.0,36.0,0.0,26.0,104.0,4.0,0.77,0.36,0.63,0.01,0.0,0.36,0.05,1.0,0.0,Spring,pop,12483564.0
1.0,4564.0,16.0,621660989.0,24.0,101.0,113.0,0.0,40.0,164.0,11.0,0.45,0.24,0.62,0.08,0.0,0.16,0.03,1.0,0.0,Winter,pop,92584265.0
1.0,12688.0,13.0,1591223784.0,197.0,115.0,112.0,0.0,200.0,118.0,0.0,0.68,0.61,0.82,0.02,0.0,0.5,0.03,1.0,0.0,Spring,canadian contemporary r&b,74471480.0
1.0,13801.0,19.0,950906471.0,137.0,125.0,435.0,6.0,285.0,81.0,3.0,0.68,0.51,0.6,0.03,0.0,0.19,0.1,0.0,1.0,Spring,r&b,4855411.0
1.0,22439.0,19.0,1593270737.0,211.0,74.0,929.0,0.0,129.0,117.0,4.0,0.82,0.73,0.45,0.54,0.0,0.07,0.03,1.0,0.0,Winter,album rock,5732918.0
1.0,18515.0,35.0,1410088830.0,70.0,82.0,939.0,1.0,162.0,174.0,5.0,0.45,0.1,0.37,0.97,0.25,0.64,0.04,1.0,0.0,Winter,indie folk,1372417.0
2.0,36843.0,21.0,1235005533.0,321.0,91.0,36.0,1.0,58.0,128.0,4.0,0.73,0.6,0.77,0.03,0.0,0.11,0.04,1.0,0.0,Winter,pop,12483564.0
1.0,2420.0,11.0,1661187319.0,0.0,0.0,806.0,0.0,0.0,145.0,0.0,0.6,0.43,0.27,0.94,0.0,0.14,0.04,1.0,0.0,Winter,dance pop,52175804.0
1.0,5897.0,19.0,1374581173.0,0.0,0.0,885.0,0.0,0.0,150.0,4.0,0.65,0.51,0.55,0.73,0.0,0.14,0.03,0.0,1.0,Spring,alt z,4669757.0
3.0,727.0,16.0,94186466.0,17.0,60.0,28.0,1.0,44.0,90.0,1.0,0.6,0.13,0.53,0.04,0.0,0.21,0.04,0.0,1.0,Summer,pop,12483564.0
1.0,33783.0,26.0,1788326445.0,133.0,92.0,36.0,1.0,26.0,85.0,8.0,0.55,0.42,0.53,0.17,0.0,0.22,0.03,1.0,0.0,Winter,garage rock,22315809.0
1.0,26694.0,13.0,1840364617.0,65.0,82.0,36.0,4.0,13.0,180.0,6.0,0.33,0.38,0.71,0.2,0.0,0.28,0.05,1.0,0.0,Winter,modern rock,51049147.0
1.0,356.0,16.0,143573775.0,35.0,102.0,8.0,1.0,117.0,166.0,4.0,0.57,0.84,0.94,0.11,0.0,0.37,0.09,1.0,0.0,Spring,j-pop,6718827.0
1.0,6518.0,17.0,684675814.0,45.0,85.0,238.0,1.0,47.0,160.0,11.0,0.71,0.4,0.5,0.16,0.0,0.16,0.22,1.0,0.0,Fall,canadian contemporary r&b,74471480.0
1.0,21335.0,13.0,1113838873.0,328.0,70.0,36.0,9.0,20.0,160.0,10.0,0.65,0.95,0.8,0.05,0.0,0.41,0.16,1.0,0.0,Winter,pop,92584265.0
1.0,23389.0,29.0,1267333350.0,54.0,70.0,36.0,2.0,1.0,92.0,5.0,0.7,0.81,0.63,0.04,0.0,0.08,0.04,1.0,0.0,Winter,garage rock,22315809.0
1.0,3202.0,18.0,726307468.0,148.0,80.0,226.0,24.0,0.0,170.0,0.0,0.56,0.53,0.64,0.11,0.0,0.45,0.06,1.0,0.0,Spring,alt z,313652.0
1.0,32181.0,10.0,3562543890.0,33.0,0.0,36.0,7.0,0.0,96.0,4.0,0.83,0.93,0.65,0.58,0.0,0.09,0.08,0.0,1.0,Winter,pop,115378209.0
1.0,7124.0,18.0,1131090940.0,60.0,20.0,2.0,0.0,-1.0,120.0,11.0,0.67,0.4,0.52,0.86,0.0,0.12,0.04,1.0,0.0,Fall,boy band,33856068.0
2.0,592.0,14.0,307370144.0,11.0,84.0,6.0,1.0,30.0,98.0,0.0,0.7,0.37,0.54,0.06,0.0,0.09,0.08,1.0,0.0,Winter,pop,12483564.0
1.0,36724.0,7.0,1271293243.0,146.0,72.0,36.0,5.0,80.0,92.0,10.0,0.53,0.12,0.34,0.01,0.0,0.12,0.04,1.0,0.0,Fall,alternative rock,8951706.0
1.0,794.0,10.0,265882712.0,38.0,25.0,61.0,0.0,263.0,150.0,1.0,0.34,0.24,0.56,0.04,0.0,0.11,0.03,1.0,0.0,Fall,pop,14316872.0
1.0,13091.0,17.0,841749534.0,61.0,96.0,790.0,2.0,116.0,94.0,8.0,0.37,0.17,0.47,0.02,0.46,0.11,0.03,1.0,0.0,Spring,ambient pop,8737320.0
1.0,67.0,8.0,47956378.0,7.0,10.0,0.0,0.0,57.0,90.0,7.0,0.74,0.36,0.63,0.26,0.0,0.27,0.05,0.0,1.0,Spring,punjabi hip hop,2304199.0
1.0,21574.0,30.0,806397070.0,112.0,68.0,266.0,1.0,39.0,160.0,1.0,0.54,0.54,0.55,0.67,0.0,0.42,0.11,1.0,0.0,Summer,lgbtq+ hip hop,12175430.0
1.0,19664.0,16.0,2132335812.0,391.0,73.0,633.0,3.0,37.0,120.0,0.0,0.7,0.59,0.75,0.24,0.0,0.09,0.04,1.0,0.0,Summer,dfw rap,42692662.0
1.0,21106.0,13.0,1641426668.0,82.0,0.0,36.0,0.0,0.0,109.0,8.0,0.63,0.46,0.85,0.01,0.0,0.09,0.05,1.0,0.0,Winter,dance pop,52175804.0
1.0,23804.0,31.0,2135158446.0,187.0,99.0,36.0,1.0,0.0,129.0,7.0,0.57,0.41,0.66,0.63,0.0,0.12,0.05,0.0,1.0,Fall,irish singer-songwriter,6110250.0
2.0,849.0,22.0,367316268.0,27.0,129.0,21.0,7.0,111.0,157.0,10.0,0.54,0.75,0.6,0.3,0.0,0.07,0.05,1.0,0.0,Winter,pop,12483564.0
1.0,2619.0,12.0,350381515.0,47.0,90.0,1.0,0.0,7.0,130.0,9.0,0.63,0.49,0.73,0.05,0.0,0.09,0.03,1.0,0.0,Spring,pop,92584265.0
1.0,9037.0,42.0,1264310836.0,124.0,133.0,139.0,14.0,166.0,107.0,8.0,0.65,0.19,0.72,0.1,0.0,0.13,0.25,0.0,1.0,Spring,reggaeton,76637811.0
1.0,86.0,11.0,30343206.0,3.0,33.0,3.0,0.0,1.0,146.0,3.0,0.5,0.67,0.89,0.0,0.0,0.19,0.08,0.0,1.0,Summer,pop,92584265.0
1.0,1788.0,14.0,405136812.0,1.0,50.0,19.0,0.0,19.0,139.0,1.0,0.48,0.37,0.41,0.32,0.0,0.1,0.1,0.0,1.0,Winter,modern indie pop,438762.0
1.0,15890.0,14.0,1145727611.0,71.0,37.0,653.0,0.0,167.0,116.0,0.0,0.74,0.76,0.7,0.07,0.0,0.13,0.03,1.0,0.0,Summer,classic rock,6193996.0
1.0,492.0,36.0,540654286.0,4.0,3.0,19.0,0.0,0.0,95.0,9.0,0.84,0.52,0.77,0.12,0.0,0.07,0.04,0.0,1.0,Summer,reggaeton,3604180.0
4.0,773.0,33.0,57312735.0,20.0,46.0,21.0,8.0,99.0,170.0,11.0,0.62,0.55,0.8,0.15,0.0,0.37,0.07,0.0,1.0,Summer,pop,12483564.0
1.0,1154.0,22.0,397582059.0,28.0,125.0,11.0,1.0,51.0,134.0,9.0,0.81,0.18,0.64,0.03,0.0,0.1,0.11,0.0,1.0,Winter,k-pop,6084241.0
1.0,44927.0,17.0,1479115056.0,34.0,0.0,36.0,6.0,0.0,84.0,9.0,0.57,0.86,0.9,0.02,0.0,0.09,0.05,0.0,1.0,Fall,album rock,2257870.0
4.0,551.0,4.0,86773632.0,13.0,46.0,20.0,1.0,10.0,146.0,3.0,0.61,0.2,0.48,0.21,0.0,0.12,0.06,0.0,1.0,Summer,pop,12483564.0
5.0,577.0,14.0,133753727.0,22.0,18.0,15.0,1.0,0.0,74.0,2.0,0.53,0.24,0.67,0.11,0.0,0.1,0.28,0.0,1.0,Spring,pop,12483564.0
1.0,955.0,29.0,123124076.0,37.0,50.0,79.0,11.0,31.0,144.0,3.0,0.75,0.35,0.48,0.84,0.0,0.1,0.12,1.0,0.0,Spring,colombian pop,31999573.0
3.0,995.0,19.0,463564958.0,12.0,117.0,9.0,5.0,3.0,136.0,3.0,0.77,0.79,0.73,0.15,0.0,0.27,0.1,0.0,1.0,Fall,pop,12483564.0
3.0,178.0,6.0,64533040.0,6.0,71.0,1.0,0.0,31.0,100.0,7.0,0.56,0.53,0.55,0.53,0.0,0.12,0.04,1.0,0.0,Spring,pop,12483564.0
1.0,290.0,19.0,65496046.0,9.0,101.0,5.0,0.0,73.0,105.0,8.0,0.89,0.67,0.78,0.09,0.0,0.07,0.33,0.0,1.0,Summer,k-pop,13367658.0
1.0,547.0,0.0,68616963.0,15.0,15.0,6.0,0.0,0.0,106.0,8.0,0.67,0.24,0.78,0.15,0.0,0.3,0.04,1.0,0.0,Spring,pop,92584265.0
2.0,681.0,10.0,161460990.0,15.0,92.0,21.0,2.0,26.0,132.0,5.0,0.85,0.53,0.68,0.4,0.0,0.09,0.04,1.0,0.0,Spring,pop,12483564.0
2.0,332.0,5.0,70106975.0,18.0,41.0,5.0,0.0,19.0,120.0,1.0,0.78,0.05,0.3,0.21,0.0,0.13,0.05,1.0,0.0,Summer,pop,12483564.0
2.0,1197.0,13.0,113509496.0,44.0,34.0,25.0,1.0,171.0,155.0,4.0,0.82,0.51,0.39,0.02,0.0,0.09,0.49,1.0,0.0,Spring,rap,251786.0
2.0,262.0,5.0,89933133.0,8.0,60.0,4.0,1.0,109.0,129.0,11.0,0.7,0.42,0.43,0.78,0.0,0.11,0.03,1.0,0.0,Spring,pop,12483564.0
2.0,161.0,6.0,71007139.0,10.0,79.0,2.0,0.0,42.0,135.0,8.0,0.8,0.85,0.74,0.62,0.0,0.08,0.09,0.0,1.0,Fall,pop,12483564.0
2.0,185.0,3.0,43522589.0,5.0,6.0,4.0,1.0,33.0,98.0,2.0,0.73,0.45,0.62,0.28,0.0,0.13,0.13,0.0,1.0,Summer,pop,12483564.0
1.0,839.0,18.0,232896922.0,20.0,110.0,20.0,0.0,69.0,124.0,1.0,0.84,0.64,0.39,0.03,0.0,0.11,0.04,0.0,1.0,Spring,k-pop,2047278.0
3.0,259.0,0.0,37126685.0,5.0,17.0,5.0,0.0,0.0,135.0,1.0,0.77,0.28,0.55,0.18,0.0,0.22,0.15,0.0,1.0,Summer,pop,12483564.0
1.0,2915.0,30.0,195576623.0,116.0,69.0,107.0,3.0,675.0,107.0,5.0,0.78,0.39,0.53,0.3,0.0,0.11,0.06,1.0,0.0,Spring,pop,115378209.0
2.0,5129.0,25.0,532336353.0,116.0,84.0,114.0,18.0,348.0,96.0,5.0,0.54,0.25,0.74,0.14,0.0,0.09,0.11,1.0,0.0,Fall,pop,12483564.0
2.0,3794.0,34.0,538115192.0,47.0,77.0,53.0,10.0,8.0,123.0,11.0,0.71,0.58,0.7,0.3,0.0,0.32,0.19,1.0,0.0,Fall,pop,12483564.0
2.0,588.0,0.0,46142772.0,23.0,21.0,31.0,0.0,0.0,90.0,11.0,0.62,0.07,0.62,0.06,0.0,0.58,0.06,1.0,0.0,Spring,pop,12483564.0
3.0,2959.0,16.0,401036314.0,41.0,69.0,38.0,0.0,36.0,117.0,8.0,0.72,0.45,0.59,0.14,0.0,0.2,0.21,0.0,1.0,Winter,pop,12483564.0
2.0,291.0,8.0,127026613.0,8.0,78.0,4.0,1.0,1.0,133.0,1.0,0.78,0.9,0.84,0.31,0.0,0.07,0.04,0.0,1.0,Spring,pop,12483564.0
1.0,2321.0,36.0,345031710.0,29.0,65.0,34.0,5.0,3.0,96.0,11.0,0.74,0.61,0.83,0.11,0.0,0.35,0.06,0.0,1.0,Winter,colombian pop,8244846.0
2.0,536.0,10.0,288101651.0,10.0,72.0,8.0,3.0,14.0,149.0,11.0,0.66,0.85,0.6,0.4,0.0,0.14,0.13,1.0,0.0,Winter,pop,12483564.0
2.0,359.0,2.0,60350538.0,1.0,0.0,9.0,0.0,0.0,110.0,9.0,0.66,0.32,0.4,0.81,0.0,0.11,0.03,0.0,1.0,Spring,pop,12483564.0
1.0,4096.0,6.0,335074782.0,118.0,48.0,143.0,0.0,240.0,105.0,9.0,0.95,0.62,0.52,0.03,0.0,0.05,0.16,1.0,0.0,Fall,new jersey underground rap,666707.0
1.0,349.0,69.0,76767396.0,8.0,96.0,5.0,0.0,56.0,105.0,4.0,0.8,0.69,0.78,0.28,0.0,0.11,0.14,1.0,0.0,Spring,anime,6962129.0
2.0,381.0,5.0,46065667.0,23.0,82.0,6.0,0.0,113.0,134.0,3.0,0.76,0.61,0.58,0.06,0.0,0.16,0.03,1.0,0.0,Spring,pop,12483564.0
1.0,2461.0,36.0,459276435.0,47.0,66.0,45.0,5.0,6.0,170.0,7.0,0.71,0.59,0.56,0.04,0.0,0.27,0.12,0.0,1.0,Summer,colombian pop,8244846.0
2.0,277.0,1.0,39666245.0,1.0,20.0,5.0,0.0,1.0,81.0,9.0,0.59,0.26,0.6,0.46,0.01,0.25,0.13,1.0,0.0,Summer,pop,12483564.0
2.0,967.0,5.0,138517666.0,7.0,29.0,51.0,1.0,29.0,154.0,9.0,0.63,0.75,0.92,0.31,0.0,0.91,0.05,1.0,0.0,Spring,pop,12483564.0
1.0,8186.0,12.0,822633917.0,155.0,72.0,131.0,16.0,29.0,169.0,4.0,0.69,0.69,0.51,0.63,0.0,0.38,0.04,1.0,0.0,Summer,afrofuturism,3854647.0
1.0,7842.0,10.0,595900742.0,215.0,88.0,330.0,26.0,23.0,115.0,10.0,0.78,0.64,0.69,0.04,0.0,0.07,0.14,1.0,0.0,Summer,pop,12483564.0
2.0,215.0,6.0,51985779.0,6.0,14.0,8.0,2.0,4.0,84.0,1.0,0.43,0.14,0.74,0.01,0.0,0.19,0.08,0.0,1.0,Summer,pop,12483564.0
2.0,1134.0,22.0,57945987.0,39.0,14.0,48.0,2.0,3.0,93.0,11.0,0.79,0.58,0.62,0.11,0.0,0.11,0.23,1.0,0.0,Spring,pop,12483564.0
2.0,1305.0,34.0,115010040.0,29.0,26.0,43.0,5.0,44.0,91.0,10.0,0.82,0.47,0.62,0.1,0.0,0.1,0.15,1.0,0.0,Spring,pop,12483564.0
1.0,2066.0,6.0,175097833.0,58.0,70.0,43.0,0.0,182.0,142.0,2.0,0.82,0.54,0.44,0.06,0.0,0.33,0.07,0.0,1.0,Spring,canadian hip hop,81943946.0
2.0,896.0,0.0,57089066.0,34.0,2.0,33.0,0.0,1.0,126.0,4.0,0.78,0.2,0.7,0.01,0.0,0.16,0.04,1.0,0.0,Spring,pop,12483564.0
1.0,3763.0,8.0,488386797.0,51.0,43.0,38.0,10.0,1.0,97.0,2.0,0.73,0.1,0.44,0.26,0.0,0.16,0.08,1.0,0.0,Fall,pop,92584265.0
5.0,197.0,0.0,32761689.0,3.0,10.0,3.0,0.0,0.0,101.0,8.0,0.92,0.59,0.51,0.41,0.51,0.26,0.08,1.0,0.0,Summer,pop,12483564.0
1.0,4004.0,33.0,1047480053.0,34.0,65.0,43.0,6.0,2.0,98.0,10.0,0.8,0.23,0.48,0.14,0.0,0.06,0.05,0.0,1.0,Spring,reggaeton,76637811.0
1.0,984.0,5.0,153454328.0,8.0,57.0,76.0,2.0,49.0,154.0,9.0,0.59,0.63,0.89,0.18,0.0,0.8,0.09,1.0,0.0,Winter,sertanejo,570089.0
1.0,1240.0,24.0,217672943.0,51.0,29.0,63.0,4.0,54.0,120.0,1.0,0.91,0.63,0.58,0.52,0.0,0.31,0.22,1.0,0.0,Winter,latin pop,7161935.0
1.0,3995.0,13.0,457184829.0,72.0,27.0,47.0,0.0,0.0,150.0,3.0,0.49,0.04,0.55,0.07,0.0,0.06,0.03,1.0,0.0,Fall,hip hop,16188407.0
1.0,7681.0,13.0,939844851.0,119.0,66.0,36.0,2.0,-1.0,174.0,1.0,0.47,0.27,0.78,0.11,0.0,0.1,0.08,1.0,0.0,Winter,australian dance,27220480.0
1.0,4427.0,4.0,726434358.0,69.0,100.0,154.0,20.0,438.0,202.0,2.0,0.34,0.25,0.51,0.69,0.0,0.18,0.04,1.0,0.0,Fall,gen z singer-songwriter,966427.0
2.0,4657.0,18.0,573633020.0,84.0,84.0,42.0,0.0,23.0,153.0,3.0,0.56,0.42,0.52,0.05,0.0,0.36,0.24,0.0,1.0,Fall,pop,12483564.0
1.0,10195.0,20.0,1406111294.0,258.0,87.0,657.0,22.0,9.0,142.0,8.0,0.6,0.13,0.37,0.58,0.0,0.13,0.03,1.0,0.0,Fall,british soul,52532812.0
2.0,269.0,4.0,71573339.0,7.0,2.0,30.0,1.0,11.0,108.0,1.0,0.84,0.55,0.47,0.26,0.0,0.2,0.64,0.0,1.0,Spring,pop,12483564.0
2.0,214.0,0.0,24975653.0,3.0,3.0,6.0,0.0,0.0,143.0,3.0,0.83,0.25,0.69,0.04,0.0,0.23,0.12,1.0,0.0,Summer,pop,12483564.0
1.0,845.0,2.0,145458418.0,12.0,57.0,47.0,1.0,33.0,108.0,5.0,0.67,0.55,0.67,0.6,0.0,0.8,0.05,1.0,0.0,Winter,pop,12483564.0
1.0,20763.0,27.0,1424589568.0,81.0,53.0,36.0,1.0,17.0,104.0,8.0,0.95,0.78,0.66,0.03,0.0,0.04,0.06,0.0,1.0,Winter,detroit hip hop,78441713.0
3.0,1267.0,20.0,231332117.0,41.0,22.0,56.0,4.0,84.0,93.0,9.0,0.84,0.96,0.79,0.43,0.0,0.18,0.11,0.0,1.0,Winter,pop,12483564.0
1.0,2585.0,32.0,415932686.0,3.0,79.0,21.0,1.0,54.0,105.0,9.0,0.65,0.46,0.53,0.16,0.0,0.09,0.05,0.0,1.0,Winter,canadian hip hop,6131276.0
1.0,6330.0,6.0,988515741.0,109.0,42.0,158.0,3.0,31.0,170.0,11.0,0.44,0.27,0.32,0.89,0.0,0.14,0.05,1.0,0.0,Summer,viral pop,9084796.0
3.0,675.0,1.0,50847624.0,9.0,13.0,11.0,0.0,1.0,178.0,4.0,0.62,0.56,0.66,0.18,0.0,0.12,0.05,0.0,1.0,Spring,pop,12483564.0
1.0,715.0,0.0,39893489.0,37.0,3.0,27.0,0.0,50.0,176.0,9.0,0.5,0.44,0.76,0.1,0.0,0.32,0.05,0.0,1.0,Spring,pop,115378209.0
2.0,327.0,13.0,92035115.0,14.0,110.0,9.0,0.0,49.0,104.0,7.0,0.8,0.38,0.88,0.11,0.0,0.11,0.05,0.0,1.0,Spring,pop,12483564.0
1.0,244.0,12.0,118810253.0,6.0,84.0,10.0,2.0,9.0,85.0,10.0,0.7,0.83,0.84,0.31,0.0,0.47,0.3,1.0,0.0,Spring,k-rap,13252093.0
2.0,385.0,4.0,77233241.0,17.0,7.0,41.0,1.0,29.0,117.0,9.0,0.77,0.69,0.58,0.39,0.0,0.26,0.05,0.0,1.0,Spring,pop,12483564.0
1.0,1020.0,35.0,206399629.0,15.0,26.0,30.0,6.0,0.0,80.0,0.0,0.52,0.57,0.48,0.86,0.0,0.15,0.39,1.0,0.0,Winter,reggaeton,41562822.0
1.0,1730.0,3.0,117747907.0,46.0,5.0,51.0,0.0,20.0,98.0,8.0,0.44,0.36,0.41,0.5,0.0,0.38,0.05,1.0,0.0,Spring,indie poptimism,3091457.0
2.0,2127.0,33.0,266624541.0,45.0,80.0,53.0,8.0,4.0,178.0,4.0,0.79,0.58,0.78,0.34,0.0,0.11,0.25,0.0,1.0,Winter,pop,12483564.0
1.0,3242.0,9.0,293186992.0,67.0,55.0,48.0,0.0,6.0,148.0,1.0,0.51,0.27,0.33,0.48,0.0,0.22,0.03,1.0,0.0,Spring,alt z,711588.0
1.0,526.0,10.0,139681964.0,15.0,93.0,30.0,0.0,320.0,120.0,5.0,0.77,0.94,0.66,0.65,0.0,0.38,0.03,1.0,0.0,Winter,k-pop girl group,1361649.0
1.0,366.0,15.0,123132751.0,16.0,102.0,7.0,0.0,55.0,122.0,7.0,0.68,0.38,0.88,0.01,0.0,0.08,0.05,0.0,1.0,Spring,chamber pop,3503988.0
1.0,472.0,2.0,103762518.0,0.0,0.0,6.0,0.0,0.0,144.0,8.0,0.74,0.75,0.73,0.42,0.0,0.09,0.04,1.0,0.0,Winter,sped up,40377.0
2.0,432.0,12.0,162887075.0,8.0,14.0,12.0,2.0,33.0,96.0,5.0,0.93,0.47,0.47,0.33,0.0,0.1,0.36,1.0,0.0,Spring,pop,12483564.0
1.0,271.0,12.0,91221625.0,16.0,103.0,9.0,0.0,55.0,137.0,11.0,0.77,0.35,0.88,0.16,0.0,0.17,0.09,1.0,0.0,Spring,k-pop,10535316.0
1.0,816.0,4.0,190490915.0,21.0,4.0,13.0,0.0,4.0,121.0,9.0,0.94,0.71,0.61,0.12,0.0,0.53,0.42,0.0,1.0,Spring,memphis hip hop,7045458.0
2.0,1169.0,0.0,96180277.0,36.0,65.0,28.0,0.0,0.0,119.0,1.0,0.6,0.1,0.57,0.01,0.0,0.5,0.03,0.0,1.0,Spring,pop,12483564.0
