in_spotify_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,season,genre,num_followers
15,132,-1.0,1,87,82,70,42,0,21,5,Fall,pop,12483564.0
0,142,2.0,0,49,48,67,10,0,26,3,Spring,contemporary country,7652211.0
22,176,4.0,1,72,96,63,25,0,21,7,Winter,rap canario,3291901.0
4,140,6.0,0,53,51,70,49,0,14,3,Spring,contemporary country,7652211.0
6,105,3.0,1,55,40,90,1,0,32,6,Fall,alternative metal,24715494.0
4,135,5.0,0,81,97,77,75,0,35,3,Winter,arrocha,2105261.0
0,128,4.0,1,82,61,59,30,0,12,4,Summer,pop,27246.0
14,101,5.0,0,74,43,69,12,0,12,7,Summer,pop,12483564.0
30,122,10.0,0,88,43,50,7,0,14,5,Spring,reggaeton,76637811.0
34,105,-1.0,1,76,49,56,80,12,10,13,Fall,rap canario,3291901.0
4,83,1.0,0,53,40,36,73,0,11,33,Winter,pop,12483564.0
7,77,11.0,1,72,59,76,24,0,42,28,Fall,pop,12483564.0
11,140,11.0,1,75,18,25,78,0,11,26,Summer,emo rap,43528763.0
6,158,1.0,0,65,72,95,31,0,92,5,Fall,pop,12483564.0
31,176,7.0,0,75,43,65,15,0,11,32,Summer,pop,12483564.0
15,98,11.0,0,73,88,57,56,0,5,2,Fall,pop,12483564.0
0,107,11.0,1,66,47,40,72,0,11,3,Winter,australian hip hop,4882868.0
6,109,5.0,1,66,16,57,10,1,12,3,Winter,canadian contemporary r&b,74471480.0
2,109,10.0,1,84,72,74,10,0,34,7,Summer,escape room,5669928.0
0,148,-1.0,0,53,61,81,5,0,36,4,Spring,contemporary country,7652211.0
14,158,6.0,1,60,52,76,17,0,19,5,Spring,japanese teen pop,2762108.0
13,94,5.0,1,74,64,73,6,0,10,6,Fall,pop,12483564.0
6,96,6.0,1,70,40,51,35,0,10,4,Fall,chicago rap,3494616.0
33,100,5.0,1,80,29,67,29,0,12,3,Spring,reggaeton,76637811.0
13,105,9.0,0,58,42,68,1,0,14,4,Fall,pop,12483564.0
0,125,-1.0,0,53,32,66,38,0,9,3,Spring,contemporary country,7652211.0
0,170,6.0,1,56,56,63,13,0,19,27,Winter,pop,12483564.0
0,115,-1.0,0,70,84,90,17,0,41,6,Winter,pop,12483564.0
16,122,8.0,0,64,25,89,0,0,15,9,Winter,dance pop,16074521.0
12,105,10.0,1,88,82,80,8,0,11,8,Fall,k-pop girl group,3482267.0
0,133,5.0,0,66,74,84,25,0,21,4,Fall,bedroom pop,2591607.0
2,100,-1.0,0,79,60,68,7,0,26,4,Winter,pop,12483564.0
0,120,3.0,1,82,55,45,15,3,9,10,Fall,pop,15719257.0
0,177,9.0,0,25,17,30,90,0,13,3,Fall,barbadian pop,58513773.0
0,142,2.0,1,64,31,72,15,0,9,5,Fall,lgbtq+ hip hop,12483564.0
16,144,4.0,1,57,47,84,1,1,52,4,Fall,pov: indie,483347.0
0,120,11.0,1,65,80,86,9,0,19,10,Spring,pop,12483564.0
0,135,2.0,0,92,73,51,55,0,15,6,Fall,trap queen,395470.0
10,107,11.0,0,81,82,78,38,0,12,4,Winter,pop,1.0
4,105,7.0,0,82,62,74,10,0,33,7,Winter,pop,12483564.0
0,108,6.0,1,44,38,77,9,0,9,20,Fall,pop,12483564.0
4,147,-1.0,1,51,62,79,22,13,14,3,Winter,art pop,1988416.0
20,115,-1.0,0,71,34,88,16,0,44,4,Fall,pop,12483564.0
9,174,5.0,0,70,57,64,23,0,8,32,Spring,pop,12483564.0
6,90,10.0,1,68,83,71,3,0,31,8,Winter,pop,12483564.0
2,141,4.0,1,41,9,25,84,1,14,4,Summer,art pop,88762228.0
3,82,5.0,0,68,50,49,56,0,8,4,Winter,pop,23344037.0
7,92,5.0,0,47,25,43,62,0,32,3,Spring,bedroom pop,8626260.0
4,116,8.0,1,77,65,80,6,0,15,4,Winter,pop,12483564.0
10,124,9.0,1,79,59,86,4,0,8,11,Summer,pop,12483564.0
0,125,10.0,1,71,83,89,1,0,17,9,Winter,k-pop,9016568.0
16,90,-1.0,0,80,71,69,2,0,27,10,Summer,k-pop,46838691.0
14,83,1.0,0,46,34,64,31,0,7,34,Spring,pop,12483564.0
0,124,11.0,1,79,68,79,1,0,10,8,Fall,dance pop,42123822.0
14,140,8.0,0,58,4,60,7,41,8,3,Summer,weirdcore,636374.0
4,154,-1.0,0,64,61,91,15,0,72,4,Fall,pop,12483564.0
0,150,3.0,1,74,89,70,2,0,5,6,Summer,pop,12483564.0
8,186,4.0,1,41,9,61,2,0,12,5,Winter,pop,12483564.0
6,166,8.0,1,40,23,48,5,0,12,3,Spring,folk-pop,896739.0
12,107,-1.0,0,87,20,83,0,4,31,9,Fall,pop,12483564.0
0,87,7.0,0,87,52,52,31,0,28,24,Fall,pop,12483564.0
15,82,8.0,0,40,39,64,21,0,7,7,Summer,australian pop,2823180.0
0,114,9.0,1,46,60,28,91,0,21,4,Winter,pop,15719257.0
0,148,8.0,0,47,15,52,38,13,29,5,Fall,viral pop,9084796.0
44,140,6.0,0,91,97,57,38,0,40,29,Summer,melodic drill,4325725.0
0,101,7.0,0,90,76,81,15,24,33,6,Fall,perreo,356320.0
0,140,1.0,1,81,6,84,5,23,6,6,Winter,pop,12483564.0
0,88,7.0,1,49,24,66,19,0,18,29,Winter,pop,12483564.0
28,180,1.0,0,64,44,65,28,0,14,12,Summer,reggaeton,76637811.0
0,133,2.0,0,95,91,89,6,0,31,24,Summer,hip pop,30039647.0
0,108,10.0,1,63,20,55,72,0,6,6,Fall,art pop,1766780.0
0,80,5.0,1,39,24,43,39,0,23,3,Winter,album rock,13934952.0
0,75,11.0,1,80,46,62,3,6,11,46,Summer,aesthetic rap,1674680.0
44,121,6.0,1,67,26,64,52,0,17,10,Summer,pop,12483564.0
0,140,2.0,1,58,17,62,18,0,20,8,Fall,pop,12483564.0
8,126,11.0,1,81,59,90,5,0,36,3,Fall,pop,115378209.0
4,102,1.0,0,58,29,94,0,0,9,11,Fall,anime,5456659.0
0,82,9.0,0,70,31,34,60,1,11,4,Spring,bedroom pop,891112.0
2,121,1.0,1,46,53,78,23,0,72,6,Winter,pop,15719257.0
8,103,6.0,1,70,92,83,1,0,7,6,Spring,pop,12483564.0
0,108,5.0,1,82,88,76,9,0,12,9,Summer,dance pop,27254903.0
7,85,5.0,1,65,36,47,31,0,12,10,Fall,modern indie pop,438762.0
28,125,1.0,1,84,70,69,1,0,5,5,Spring,pop,12483564.0
2,120,2.0,0,69,40,39,41,0,13,6,Fall,pop,92584265.0
6,94,-1.0,0,58,44,57,57,0,10,3,Summer,pop,12483564.0
0,130,6.0,1,65,49,80,22,4,7,5,Winter,pop,12483564.0
4,110,4.0,0,74,51,74,2,0,29,4,Winter,pop,12483564.0
0,150,7.0,0,34,33,63,16,0,7,4,Fall,dance pop,9439286.0
0,107,11.0,1,74,88,65,28,0,46,3,Winter,new romantic,2506424.0
0,140,8.0,0,70,85,41,71,0,45,5,Winter,adult standards,337304.0
0,119,2.0,0,74,78,37,84,0,6,3,Winter,pop,33774.0
0,93,4.0,0,35,38,23,91,0,29,3,Fall,pop,12483564.0
0,133,7.0,0,46,53,63,5,0,30,18,Winter,pop,94857187.0
0,202,7.0,0,24,76,60,77,0,12,4,Fall,adult standards,511425.0
0,134,1.0,0,45,72,24,91,0,18,4,Fall,adult standards,1565983.0
0,105,1.0,0,72,33,51,48,0,9,3,Winter,australian dance,27220480.0
0,160,8.0,0,51,69,81,0,0,21,5,Fall,dance pop,10247898.0
0,148,2.0,0,50,96,82,47,0,34,4,Fall,pop,12483564.0
0,151,7.0,0,65,70,47,87,0,9,4,Fall,pop,12483564.0
0,162,6.0,1,67,88,54,51,0,9,4,Winter,canadian pop,74626073.0
0,92,2.0,0,53,84,77,40,0,32,3,Fall,brill building pop,263012.0
0,152,1.0,0,65,35,65,44,18,21,7,Winter,pop,15719257.0
0,65,9.0,1,71,55,26,85,0,13,8,Winter,pop,15719257.0
0,147,2.0,0,33,39,61,32,0,77,3,Winter,pop,12483564.0
0,150,10.0,1,73,71,69,53,0,32,9,Winter,pop,12483564.0
0,140,-1.0,0,67,81,36,64,0,15,3,Winter,adult standards,91637.0
0,139,1.0,0,36,22,15,84,0,11,4,Fall,adult standards,2133360.0
0,95,11.0,0,75,74,58,36,0,9,3,Fall,beatlesque,4587747.0
0,115,-1.0,0,60,23,57,0,2,27,3,Fall,musical advocacy,26833.0
0,125,6.0,0,62,59,43,84,3,11,5,Winter,pop,12483564.0
0,76,-1.0,0,60,19,20,78,0,11,5,Winter,pop,15719257.0
0,101,1.0,1,72,91,87,14,0,13,3,Winter,classic uk pop,137158.0
0,143,2.0,0,60,86,32,88,0,34,6,Winter,pop,12483564.0
0,119,7.0,1,51,51,66,67,0,9,23,Winter,pop,15719257.0
4,78,9.0,0,67,22,59,76,1,15,16,Winter,pop,12483564.0
0,96,9.0,0,23,19,25,91,0,40,3,Winter,pop,12483564.0
0,180,9.0,0,51,87,58,36,0,18,4,Winter,soft rock,959288.0
0,126,3.0,0,34,35,76,39,0,8,5,Fall,pop,53242.0
0,150,5.0,0,43,42,44,57,0,15,6,Winter,pop,15719257.0
0,90,2.0,0,53,47,74,9,0,34,4,Winter,pop,15719257.0
0,160,5.0,0,72,78,68,28,0,11,12,Winter,pop,15719257.0
0,114,-1.0,0,59,60,94,24,0,10,4,Fall,pop,12483564.0
0,113,7.0,0,73,72,32,77,0,15,5,Winter,pop,12483564.0
0,147,-1.0,0,67,69,72,17,0,19,3,Fall,dance pop,13221122.0
2,100,11.0,1,70,92,59,3,0,10,3,Fall,pop,12483564.0
2,155,8.0,0,49,42,77,3,0,12,9,Winter,k-rap,15442286.0
0,107,7.0,1,54,41,39,51,0,11,16,Winter,pop,15719257.0
0,112,8.0,0,80,15,54,9,0,38,5,Winter,pop,12483564.0
0,166,1.0,0,70,57,57,9,20,11,7,Fall,bedroom r&b,304686.0
0,107,6.0,1,69,96,36,81,0,8,4,Winter,adult standards,2133360.0
0,81,8.0,0,47,33,68,24,0,22,38,Winter,pop,15719257.0
0,150,1.0,0,79,77,46,5,0,11,7,Winter,pop,15719257.0
0,110,9.0,0,66,19,32,69,0,12,4,Fall,pop,12483564.0
0,108,7.0,0,64,4,40,6,0,10,6,Fall,pop,92584265.0
0,130,4.0,1,89,48,74,30,0,7,36,Fall,pop,12483564.0
0,164,7.0,0,70,39,56,6,0,9,7,Fall,pop,92584265.0
20,114,11.0,1,80,42,68,2,0,66,4,Spring,pop,12483564.0
0,93,5.0,0,63,93,88,1,0,12,4,Fall,pop,12483564.0
34,90,1.0,1,87,51,69,36,0,9,8,Summer,pop,12483564.0
0,128,11.0,0,45,35,68,78,0,39,8,Winter,pop,15719257.0
4,97,9.0,0,83,47,80,2,0,24,9,Spring,pop,12483564.0
0,152,7.0,1,69,94,71,79,0,7,8,Winter,blues,1893229.0
0,175,8.0,0,51,94,34,73,0,10,5,Winter,adult standards,6678872.0
0,116,2.0,0,61,48,55,67,0,16,8,Winter,pop,15719257.0
0,80,5.0,1,33,51,59,76,0,44,6,Winter,pop,12483564.0
13,93,11.0,1,63,34,86,26,0,21,39,Summer,pop,12483564.0
0,122,4.0,0,70,42,54,30,0,37,5,Summer,apostolic worship,122066.0
0,122,7.0,0,70,91,79,3,0,7,10,Winter,canadian contemporary r&b,74471480.0
6,135,9.0,1,70,60,58,4,0,16,3,Winter,canadian contemporary r&b,74471480.0
0,109,5.0,0,60,45,47,62,0,31,5,Winter,alt z,1217079.0
0,93,-1.0,1,65,82,74,27,0,32,5,Winter,canadian contemporary r&b,74471480.0
0,125,11.0,1,85,64,81,2,5,7,9,Summer,pop,12483564.0
0,206,-1.0,1,58,83,45,36,0,11,8,Fall,pop,12483564.0
17,130,7.0,0,76,44,77,1,0,13,3,Summer,reggaeton,15752882.0
0,121,7.0,1,80,62,51,2,0,9,8,Winter,canadian contemporary r&b,74471480.0
0,123,6.0,1,74,35,73,0,0,21,5,Winter,canadian contemporary r&b,74471480.0
0,122,11.0,1,67,50,67,15,0,30,4,Summer,indie poptimism,904553.0
0,143,-1.0,0,53,50,79,0,0,8,3,Winter,canadian contemporary r&b,74471480.0
0,121,10.0,1,70,35,77,1,0,26,4,Summer,canadian contemporary r&b,74471480.0
6,166,6.0,1,56,68,66,28,0,11,18,Spring,pop,29886574.0
0,135,1.0,0,41,27,64,36,0,60,3,Winter,pop,12483564.0
0,87,4.0,1,49,49,59,44,0,35,21,Winter,canadian contemporary r&b,74471480.0
0,111,8.0,0,77,74,66,30,0,13,3,Spring,pop,12483564.0
0,110,2.0,0,75,85,84,10,0,31,19,Winter,pop,12483564.0
0,130,1.0,0,66,19,61,30,0,9,7,Summer,dance pop,27254903.0
0,179,8.0,1,61,76,51,30,0,38,15,Fall,lgbtq+ hip hop,12483564.0
2,93,5.0,1,74,53,73,61,0,13,4,Summer,afro r&b,1376692.0
0,78,9.0,1,27,10,49,62,0,49,5,Winter,canadian contemporary r&b,74471480.0
0,180,2.0,0,65,37,58,2,0,4,31,Fall,movie tunes,19480.0
0,86,9.0,1,28,13,41,50,0,19,3,Winter,canadian contemporary r&b,74471480.0
0,88,1.0,1,74,55,85,1,0,5,22,Fall,lgbtq+ hip hop,12483564.0
0,97,1.0,0,68,72,78,4,0,7,5,Fall,pop,12483564.0
0,134,11.0,1,71,59,80,13,0,36,5,Winter,pop,12483564.0
2,116,2.0,0,75,36,76,12,0,10,10,Fall,pop,12483564.0
26,170,4.0,1,64,14,70,9,0,9,8,Fall,pop,12483564.0
13,140,1.0,1,83,40,55,16,0,14,23,Fall,anime,3011581.0
6,118,7.0,1,75,46,76,3,0,9,4,Fall,pop,12483564.0
0,65,-1.0,0,31,31,24,76,0,14,4,Summer,art pop,88762228.0
17,120,-1.0,1,56,16,67,0,0,11,4,Fall,pop,12483564.0
6,176,3.0,0,29,12,33,68,0,12,5,Spring,pop,12483564.0
0,180,8.0,1,59,69,61,84,0,46,36,Fall,sad rap,3805047.0
3,144,10.0,0,59,21,43,76,0,10,7,Winter,pop,29886574.0
1,133,6.0,1,82,52,61,38,0,14,27,Fall,pop,12483564.0
5,93,-1.0,0,63,21,52,28,0,9,3,Fall,pop,92584265.0
0,122,10.0,0,77,25,62,34,0,23,3,Winter,canadian contemporary r&b,74471480.0
0,88,1.0,0,53,55,73,9,0,3,5,Fall,british soul,52532812.0
3,170,5.0,1,70,61,44,40,0,37,4,Winter,pop,12483564.0
0,94,5.0,1,46,55,50,71,0,10,11,Winter,canadian contemporary r&b,74471480.0
0,170,10.0,0,65,46,47,12,0,13,16,Fall,alt z,162536.0
2,90,4.0,1,79,79,70,57,0,66,8,Fall,pop,12483564.0
0,78,7.0,0,40,7,29,62,0,9,3,Winter,canadian pop,42727516.0
12,94,2.0,0,57,36,58,5,0,15,3,Spring,modern alternative rock,14268534.0
0,73,2.0,0,83,11,41,0,0,36,14,Fall,florida drill,9908868.0
10,176,1.0,0,73,79,86,42,0,7,18,Summer,pop,12483564.0
8,128,3.0,1,81,57,63,40,1,10,4,Fall,puerto rican pop,19319835.0
0,120,8.0,0,58,44,60,44,9,5,6,Summer,pop,12483564.0
0,82,2.0,0,63,85,62,6,0,35,4,Fall,pop,12483564.0
0,95,2.0,0,77,40,47,2,0,9,3,Spring,pop,12483564.0
0,118,-1.0,0,44,52,94,11,0,4,29,Winter,canadian contemporary r&b,74471480.0
9,123,11.0,1,75,93,86,8,0,14,3,Fall,colombian pop,22583386.0
0,90,-1.0,0,63,49,68,38,0,42,18,Spring,pop,12483564.0
21,110,4.0,1,73,14,57,40,0,11,5,Fall,pop,12483564.0
12,96,1.0,1,66,76,82,47,0,10,32,Winter,pop,12483564.0
0,88,2.0,1,56,58,55,35,0,23,11,Winter,belgian pop,3141805.0
2,98,9.0,1,73,60,85,17,0,24,5,Fall,pop,12483564.0
0,110,-1.0,1,72,67,68,0,0,14,4,Fall,pop,12483564.0
0,80,-1.0,0,70,57,49,19,0,12,8,Summer,alternative hip hop,2366944.0
0,110,1.0,1,86,31,53,43,0,11,6,Fall,pop,12483564.0
6,110,8.0,0,79,70,36,0,0,6,11,Spring,k-pop,70986309.0
0,78,1.0,1,77,49,42,1,1,13,19,Winter,pop,1628.0
0,129,8.0,0,83,44,62,2,0,8,6,Summer,pop,12483564.0
4,181,9.0,0,44,22,60,61,0,42,9,Spring,pop,29886574.0
5,114,6.0,1,75,74,77,1,0,9,10,Summer,k-pop,70986309.0
0,144,2.0,0,74,39,65,5,1,11,35,Fall,gambian hip hop,64351.0
2,101,2.0,0,66,18,68,9,0,12,4,Winter,pop,12483564.0
0,84,2.0,0,67,78,63,29,0,12,5,Fall,pop,12483564.0
19,154,6.0,0,66,63,69,21,0,11,7,Summer,pop,12483564.0
0,148,5.0,0,59,72,62,18,0,9,3,Spring,pop,12483564.0
0,146,5.0,1,85,22,37,13,0,7,30,Fall,pop,12483564.0
0,120,11.0,1,77,51,79,20,0,26,6,Summer,pop,12483564.0
0,110,9.0,0,53,75,69,7,0,17,3,Winter,pop,46110.0
3,136,-1.0,1,77,82,30,95,0,13,5,Fall,pop,12483564.0
0,141,1.0,0,59,56,63,12,0,6,36,Fall,pop,12483564.0
0,108,9.0,1,46,23,48,75,30,14,4,Winter,canadian contemporary r&b,74471480.0
0,94,-1.0,0,42,47,36,76,0,9,5,Fall,colombian pop,22583386.0
3,180,9.0,0,35,41,94,0,63,5,5,Spring,dreamo,1006680.0
0,122,10.0,0,77,51,79,5,0,16,5,Fall,dance pop,11963238.0
4,85,10.0,0,59,33,52,7,15,12,3,Fall,modern alternative rock,14268534.0
0,148,1.0,0,68,29,73,0,0,7,7,Winter,pop,12483564.0
1,120,9.0,0,83,59,73,6,0,5,11,Winter,chamber pop,3503988.0
0,91,7.0,1,70,76,72,22,0,27,4,Summer,pop,12483564.0
0,120,4.0,0,72,54,71,26,0,10,4,Fall,pop,12483564.0
0,106,-1.0,0,86,86,79,11,0,8,9,Fall,argentine hip hop,5230588.0
0,110,10.0,0,63,31,35,93,0,29,3,Winter,gen z singer-songwriter,1539683.0
4,169,6.0,0,39,36,45,81,0,8,13,Spring,pop,29886574.0
0,118,1.0,0,80,21,55,1,0,26,17,Summer,chicago rap,22002021.0
0,92,8.0,1,91,79,66,32,0,9,16,Summer,dance pop,27254903.0
24,112,3.0,0,45,19,60,63,0,9,6,Fall,pop,11913232.0
3,140,2.0,0,79,56,91,26,0,13,21,Winter,atl hip hop,9178188.0
6,105,8.0,0,73,52,76,13,0,5,3,Fall,british soul,52532812.0
10,178,5.0,0,76,63,77,14,0,15,22,Summer,latin pop,34521436.0
0,108,7.0,1,96,71,42,57,0,8,9,Winter,pop,12483564.0
0,173,9.0,0,40,19,29,86,0,34,4,Spring,pop,29886574.0
10,101,1.0,0,67,40,90,3,0,34,6,Spring,pop,12483564.0
0,120,8.0,1,80,24,62,41,2,11,23,Winter,pop,12483564.0
0,144,-1.0,0,73,66,80,44,0,9,12,Fall,pop,94857187.0
0,133,1.0,0,75,96,61,0,0,18,4,Spring,pop,12483564.0
0,158,8.0,1,46,62,83,53,0,97,28,Fall,pop,12483564.0
0,120,9.0,0,81,92,90,9,0,8,7,Fall,k-pop,19249613.0
4,129,-1.0,0,61,59,46,56,0,13,5,Winter,r&b,3299278.0
0,102,7.0,0,74,45,89,5,0,26,13,Fall,pop,12483564.0
0,124,8.0,1,79,79,84,2,0,5,5,Summer,pop,12483564.0
0,90,4.0,1,73,31,45,85,24,11,3,Spring,orlando indie,550516.0
0,161,6.0,1,78,65,52,46,0,12,31,Spring,brooklyn drill,1629201.0
0,120,7.0,0,60,11,33,90,0,8,5,Spring,art pop,88762228.0
0,81,-1.0,0,45,12,57,7,0,23,3,Summer,art pop,88762228.0
0,150,4.0,1,78,47,70,18,0,15,9,Winter,australian hip hop,694604.0
0,105,8.0,0,76,58,84,10,0,13,10,Fall,pop,12483564.0
2,79,6.0,0,63,76,67,38,0,6,4,Summer,indonesian r&b,3061658.0
2,146,1.0,1,52,7,61,51,0,11,3,Fall,dance pop,52175804.0
0,124,4.0,0,64,8,37,79,0,9,5,Spring,alt z,4022732.0
8,126,6.0,0,53,66,85,2,0,24,4,Winter,dance pop,23191496.0
0,121,8.0,0,75,53,74,2,0,11,5,Summer,canadian contemporary r&b,74471480.0
0,136,11.0,1,80,33,60,0,0,32,14,Fall,pop,12483564.0
3,102,9.0,1,77,26,63,58,0,11,5,Summer,puerto rican pop,19319835.0
0,77,7.0,0,73,54,74,23,0,41,23,Fall,pop,12483564.0
0,98,6.0,1,82,54,59,69,0,18,10,Spring,australian pop,3015288.0
0,84,11.0,1,44,22,48,38,0,33,24,Summer,chicago rap,31353696.0
0,102,8.0,0,89,77,82,3,0,17,11,Winter,pop,12483564.0
0,120,8.0,0,42,33,26,92,0,13,3,Summer,neo soul,6616046.0
9,117,1.0,0,52,73,91,0,0,11,7,Fall,grunge,18497346.0
0,72,9.0,1,45,27,33,82,0,14,4,Spring,dutch pop,512043.0
6,168,1.0,0,67,29,47,5,0,22,26,Fall,pop,12483564.0
4,94,1.0,0,52,68,69,13,0,33,8,Fall,pop,12483564.0
0,145,8.0,0,41,65,88,0,0,26,5,Winter,children's music,382286.0
5,134,1.0,0,71,14,61,1,0,23,33,Summer,pop,12483564.0
15,148,1.0,0,35,24,93,0,0,10,8,Fall,alternative rock,7155078.0
0,127,4.0,1,60,40,89,9,0,60,6,Winter,anime,6962129.0
0,172,6.0,1,74,79,66,11,0,8,16,Summer,pop,12483564.0
0,90,11.0,0,75,19,46,21,4,34,8,Fall,dance pop,27254903.0
12,96,7.0,0,57,30,40,38,0,26,3,Fall,pop,12483564.0
0,138,7.0,1,74,65,67,46,0,36,4,Winter,anime,6962129.0
4,120,7.0,0,72,67,72,0,0,13,4,Spring,pop,12483564.0
2,125,9.0,0,70,65,74,1,0,34,4,Summer,k-pop,70986309.0
0,123,2.0,0,82,80,86,1,0,30,13,Winter,pop,12483564.0
0,81,6.0,0,79,44,54,41,0,13,24,Spring,chicago rap,10364915.0
0,171,1.0,0,55,10,85,7,0,8,20,Spring,pop,12483564.0
2,91,11.0,0,77,60,32,84,0,8,5,Fall,pop,41674048.0
0,84,7.0,1,56,61,76,10,0,14,11,Summer,pop,12483564.0
0,115,5.0,1,90,74,54,16,0,13,28,Winter,pop,12483564.0
0,125,-1.0,0,69,70,89,4,0,49,3,Winter,pop,12483564.0
0,122,6.0,1,80,62,69,28,0,13,7,Fall,pop,12483564.0
16,92,2.0,0,85,92,54,16,0,29,7,Spring,pop,12483564.0
0,90,6.0,1,63,75,75,17,0,11,8,Fall,pop,12483564.0
28,94,4.0,1,84,90,70,9,0,14,8,Winter,pop,12483564.0
0,93,11.0,0,81,53,78,18,0,6,24,Winter,pop,12483564.0
5,130,2.0,1,51,50,76,30,0,10,7,Winter,k-pop,11174072.0
0,180,7.0,1,35,23,61,23,0,19,6,Winter,pop,4509984.0
0,134,-1.0,0,53,31,31,92,0,28,3,Winter,pop,94.0
0,95,3.0,1,92,31,89,3,0,8,25,Winter,pop,12483564.0
0,184,6.0,0,69,91,63,11,0,9,31,Winter,pop,21744965.0
0,147,8.0,1,47,50,80,10,0,32,38,Winter,pop,12483564.0
0,123,7.0,0,52,44,60,40,0,26,3,Winter,pop,12483564.0
11,123,10.0,1,91,49,61,3,0,17,22,Winter,lgbtq+ hip hop,12175430.0
7,90,6.0,1,90,79,71,26,0,7,37,Winter,east coast hip hop,12898957.0
0,160,2.0,1,61,65,64,1,0,12,4,Winter,alt z,4022732.0
0,115,1.0,0,60,37,71,8,0,48,4,Summer,cloud rap,859173.0
0,141,3.0,0,37,17,67,2,0,34,9,Summer,pop,12483564.0
0,160,9.0,0,31,30,88,7,0,8,8,Summer,la indie,286786.0
7,145,11.0,0,57,23,66,4,6,15,4,Fall,indie poptimism,3091457.0
0,89,-1.0,1,46,43,43,23,8,8,22,Summer,indie poptimism,3091457.0
4,95,5.0,1,84,49,72,8,0,15,8,Summer,pop,12483564.0
0,160,2.0,0,60,47,62,3,0,38,4,Winter,chicago rap,31353696.0
1,174,5.0,1,67,74,75,44,0,7,30,Winter,pop,12483564.0
0,92,7.0,0,77,76,84,3,0,38,4,Winter,pop,12483564.0
0,134,8.0,0,93,61,74,9,0,17,8,Winter,pop,2363.0
2,172,11.0,1,31,4,86,1,0,28,17,Fall,pop,12483564.0
0,80,9.0,0,76,92,62,6,0,8,13,Winter,reggaeton,1976183.0
1,150,1.0,1,91,42,60,0,0,9,12,Spring,conscious hip hop,25943855.0
0,80,6.0,1,78,53,74,4,0,45,21,Fall,pop,12483564.0
0,166,10.0,1,81,83,75,14,0,29,34,Winter,pop,12483564.0
0,120,8.0,0,67,8,54,27,0,8,4,Fall,alternative r&b,5964002.0
11,92,-1.0,0,86,89,79,17,0,11,6,Winter,reggaeton,76637811.0
0,85,8.0,1,74,61,52,30,0,26,9,Winter,alt z,390508.0
0,154,2.0,1,79,86,52,66,0,9,7,Winter,pop,12483564.0
0,92,2.0,1,73,37,74,28,0,14,6,Fall,pop,12483564.0
0,140,11.0,0,89,75,70,6,0,13,5,Winter,pop,12483564.0
0,89,1.0,0,65,60,60,11,0,10,40,Winter,atl hip hop,15275918.0
0,135,5.0,1,89,89,86,16,0,8,5,Winter,pop,12483564.0
0,140,8.0,1,51,66,53,60,0,11,18,Fall,indie r&b,295556.0
0,82,3.0,0,47,44,76,8,91,9,3,Summer,boston indie,342927.0
0,79,2.0,0,78,58,45,47,0,18,3,Winter,pop,115378209.0
0,88,5.0,0,31,31,63,47,27,21,12,Fall,indie poptimism,3091457.0
9,139,5.0,0,44,18,38,70,0,12,4,Winter,hip hop,16188407.0
2,124,-1.0,1,73,68,83,55,0,90,7,Winter,pop,12483564.0
0,80,8.0,1,39,45,55,73,0,9,21,Fall,indie poptimism,3091457.0
0,120,1.0,1,84,54,51,47,0,12,40,Winter,pop,12483564.0
0,80,4.0,1,56,19,46,92,72,11,3,Fall,indie poptimism,3091457.0
0,117,1.0,0,92,62,86,11,0,24,24,Winter,pop,2363.0
2,117,9.0,1,76,77,52,4,0,8,3,Summer,pop,12483564.0
0,140,5.0,1,62,46,73,10,0,67,11,Spring,hip hop,13111657.0
1,99,8.0,0,68,57,77,2,0,10,5,Winter,pop,30142706.0
20,93,1.0,0,74,59,87,3,0,8,5,Winter,pop,12483564.0
0,106,8.0,0,44,8,20,74,42,11,3,Fall,grunge,18497346.0
0,124,7.0,0,81,68,63,17,0,10,22,Spring,pop,12483564.0
4,95,8.0,0,76,96,70,18,0,33,4,Spring,pop,12483564.0
32,96,10.0,1,87,82,53,10,0,5,8,Winter,mambo chileno,1565240.0
2,92,4.0,1,81,40,73,15,0,9,8,Fall,funk pop,12994396.0
3,124,7.0,0,95,36,37,35,0,10,28,Spring,uk hip hop,3948751.0
2,72,6.0,0,64,76,44,70,9,12,4,Spring,indonesian jazz,13704490.0
0,71,-1.0,1,28,26,20,19,0,30,3,Winter,indie poptimism,3091457.0
2,135,9.0,1,78,55,57,4,0,10,8,Winter,pop,12483564.0
2,95,10.0,0,81,56,70,4,0,5,24,Spring,reggaeton,7638793.0
0,71,1.0,1,59,70,74,56,0,11,40,Spring,pop,12483564.0
2,180,10.0,1,80,71,68,6,0,10,37,Spring,reggaeton,1976183.0
0,150,4.0,1,65,11,58,0,0,12,9,Winter,deep underground hip hop,3099385.0
11,189,8.0,0,55,86,44,40,0,7,4,Winter,pop,12483564.0
0,85,-1.0,0,72,55,64,49,0,7,4,Winter,k-pop boy group,3114912.0
16,140,7.0,0,59,73,45,44,0,34,3,Winter,mariachi,14059084.0
0,81,-1.0,0,77,68,70,6,0,17,20,Summer,pop,12483564.0
